item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
RN_MED-S4-167,A COPD patient on long-term oxygen therapy becomes drowsy after increasing his oxygen flow rate. What complication is likely?,Hypertension,incorrect – not related to oxygen therapy,Hypercapnia,"correct – excess oxygen can reduce respiratory drive, causing CO₂ retention",Metabolic alkalosis,incorrect – not directly related,Pulmonary embolism,incorrect – independent condition,B,"Some COPD patients rely on hypoxic drive for ventilation. Giving too much oxygen reduces this drive, causing CO₂ retention (hypercapnia), drowsiness, and respiratory acidosis. Oxygen must be titrated carefully.",,Medical Nursing,Respiratory: COPD Management,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-168,"A 55-year-old woman presents with joint stiffness and pain in both hands, affecting the same joints on each side. Which feature is characteristic of rheumatoid arthritis?",Symmetrical joint involvement,correct – hallmark of RA due to systemic autoimmune inflammation,Ulnar deviation,"incorrect – occurs in late-stage RA, not early",Osteophyte formation,incorrect – seen in osteoarthritis,Muscle wasting,incorrect – may appear later but not diagnostic,A,"Rheumatoid arthritis begins with symmetrical inflammation of small joints (MCP, PIP). Autoimmune synovitis leads to stiffness, especially in the morning. This symmetry helps distinguish RA from osteoarthritis.",,Medical Nursing,Rheumatology: Inflammatory Arthritis,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-169,"A patient collapses after a bee sting with wheezing, hypotension, and widespread urticaria. What is the most important first-line treatment?",Intramuscular adrenaline,"correct – rapidly reverses airway swelling, hypotension, and shock",Oral antihistamines,incorrect – too slow for life-threatening reaction,Hydrocortisone,incorrect – used later to prevent recurrence,Salbutamol inhaler,incorrect – helps bronchospasm but not systemic shock,A,"IM adrenaline (epinephrine) is life-saving in anaphylaxis. It causes bronchodilation, vasoconstriction, and increased cardiac output, reversing airway obstruction and shock within minutes.",,Medical Nursing,Emergency: Anaphylaxis,Easy,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-170,A patient with suspected hyperthyroidism presents with weight loss and nervousness. Which symptom supports the diagnosis?,Weight gain,incorrect – occurs in hypothyroidism,Palpitations,correct – thyroid hormone excess increases heart rate and sensitivity to catecholamines,Cold intolerance,incorrect – seen in hypothyroidism,Constipation,incorrect – hyperthyroidism increases bowel motility,B,"Hyperthyroidism increases basal metabolic rate and enhances sympathetic activity, causing palpitations, tachycardia, heat intolerance, and weight loss. These symptoms reflect overstimulation of cardiac and metabolic systems.",,Medical Nursing,Endocrinology: Hyperthyroidism,Easy,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-171,A 45-year-old patient with chronic epigastric pain undergoes endoscopy showing gastric ulcers. Which bacterium is most commonly associated with peptic ulcer disease?,E. coli,incorrect – primarily causes urinary and gastrointestinal infections but not ulcers,Helicobacter pylori,"correct – colonizes gastric mucosa, causing chronic inflammation and ulcer formation",Salmonella,incorrect – associated with gastroenteritis and typhoid,Shigella,"incorrect – causes dysentery, not ulcers",B,Helicobacter pylori survives in the acidic stomach by producing urease. It causes chronic gastritis and mucosal damage leading to duodenal and gastric ulcers. Eradication improves healing and prevents recurrence.,,Medical Nursing,Gastrointestinal: Peptic Ulcer Disease,Easy,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-172,A diabetic patient is screened for early kidney damage. Which test is the most sensitive for early diabetic nephropathy?,Serum creatinine,incorrect – rises only after major kidney damage,Microalbuminuria test,correct – detects tiny amounts of albumin before overt proteinuria appears,24-hour urine protein,"incorrect – confirms established proteinuria, not early changes",BUN,"incorrect – influenced by hydration status, not sensitive for early diabetic damage",B,Microalbuminuria (30–300 mg/day) is the earliest sign of diabetic nephropathy. Detecting it early allows interventions such as ACE inhibitors or ARBs to delay kidney failure.,,Medical Nursing,Endocrinology: Diabetic Nephropathy,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-173,A child ingests a toxic dose of paracetamol. Which antidote should be administered?,Naloxone,incorrect – used for opioid overdose,Atropine,incorrect – used for organophosphate poisoning,N-acetylcysteine,correct – replenishes glutathione and prevents hepatic necrosis,Activated charcoal,incorrect – helps absorption only if given early but is not the antidote,C,"N-acetylcysteine (NAC) restores glutathione, needed to detoxify NAPQI, the toxic metabolite of paracetamol. Early administration prevents acute liver failure, making it the definitive antidote.",,Medical Nursing,Toxicology: Paracetamol Poisoning,Easy,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-174,"A 30-year-old woman presents with joint pain, photosensitivity, and a butterfly-shaped rash on her cheeks. Which condition is most likely?",Erythema nodosum,incorrect – presents as painful red nodules on shins,Malar rash,correct – hallmark butterfly rash seen across nose and cheeks in SLE,Urticaria,incorrect – itchy wheals not associated with lupus,Psoriasis,"incorrect – produces scaly plaques, not malar rash",B,"Systemic lupus erythematosus commonly presents with a malar (butterfly) rash, joint pains, photosensitivity, and multi-system involvement due to autoimmune inflammation.",,Medical Nursing,Autoimmune: Systemic Lupus Erythematosus,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-175,"A 60-year-old adult presents with gradual memory loss, difficulty recalling recent events, and normal motor function. Which diagnosis is most likely?",Stroke,incorrect – usually sudden onset with focal neurological deficits,Alzheimer’s disease,correct – early symptoms include memory impairment with preserved motor function,Parkinson’s disease,incorrect – includes motor abnormalities like tremor and rigidity,Multiple sclerosis,incorrect – causes sensory and motor deficits in younger adults,B,"Alzheimer’s disease begins with progressive short-term memory loss, disorientation, and impaired daily functioning while motor abilities remain normal early in the disease.",,Medical Nursing,Neurology: Dementias,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-176,"A patient develops fatigue and pallor. Blood film shows large, immature red blood cells. Which deficiency is the likely cause?",Iron deficiency,incorrect – causes microcytic anemia with small RBCs,Thalassemia,incorrect – genetic disorder producing microcytic anemia,Vitamin B12 deficiency,"correct – causes megaloblastic, macrocytic anemia due to impaired DNA synthesis",Anemia of chronic disease,incorrect – usually normocytic anemia,C,"Vitamin B12 deficiency impairs DNA synthesis, producing macrocytic (megaloblastic) anemia with large RBCs. Neurological signs may also occur due to demyelination.",,Medical Nursing,Hematology: Megaloblastic Anemia,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-177,A newly diagnosed TB patient is starting treatment. Which regimen is recommended for the intensive phase?,Streptomycin alone,incorrect – monotherapy causes resistance,"Combination of rifampicin, isoniazid, pyrazinamide, and ethambutol",correct – standard 4-drug regimen for first 2 months,Amoxicillin,incorrect – ineffective against TB,Erythromycin,incorrect – not used for TB,B,"The RIPE regimen (rifampicin, isoniazid, pyrazinamide, ethambutol) prevents resistance and targets TB bacteria during the intensive phase. Combination therapy is essential because TB organisms are slow-growing and develop resistance easily.",,Medical Nursing,Infectious Disease: Tuberculosis,Easy,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-178,A patient with advanced cirrhosis becomes confused and displays a flapping tremor when extending the hands. Which condition does this suggest?,Chronic kidney disease,incorrect – may cause confusion but not asterixis classically,Hepatic encephalopathy,correct – ammonia accumulation leads to mental changes and asterixis,Stroke,"incorrect – focal deficits, not flapping tremor",Meningitis,incorrect – presents with fever and neck stiffness,B,"Asterixis, a flapping tremor of the hands, occurs when toxic substances such as ammonia accumulate in liver failure. It is a key sign of hepatic encephalopathy due to impaired detoxification.",,Medical Nursing,Hepatology: Hepatic Encephalopathy,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-179,A 55-year-old presents with sudden painless vision loss. Fundus exam reveals a pale retina with a bright red macula. What diagnosis is likely?,Glaucoma,incorrect – typically presents with pain and increased IOP,Central retinal artery occlusion,correct – produces pale retina and cherry-red spot due to central artery obstruction,Cataract,"incorrect – causes gradual blurred vision, not cherry-red spot",Diabetic retinopathy,incorrect – presents with hemorrhages and exudates,B,Central retinal artery occlusion (CRAO) causes sudden retinal ischemia. The cherry-red spot appears because the macula receives blood from a different source and remains red against a pale ischemic retina.,,Medical Nursing,Ophthalmology: Retinal Emergencies,Hard,1,RN_MED-F-I3,RN_MED-F-T4
RN_MED-S4-180,A patient collapses and is confused for several minutes after regaining consciousness. Which symptom best differentiates epilepsy from syncope?,Sudden collapse,incorrect – occurs in both conditions,Loss of consciousness,incorrect – also common to both,Post-ictal confusion,correct – prolonged confusion occurs after seizures but not in simple syncope,Pallor,incorrect – may occur in vasovagal syncope,C,"Epileptic seizures are followed by a post-ictal phase of confusion, headache, or drowsiness due to neuronal exhaustion. Syncope resolves rapidly with immediate recovery of consciousness.",,Medical Nursing,Neurology: Seizure Disorders,Moderate,1,RN_MED-F-I3,RN_MED-F-T4
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
RN_MED-S5-1,Which of the following conditions is characterised by a “butterfly” malar rash?,Psoriasis,"Incorrect – plaques on extensor surfaces, not malar.",Seborrheic dermatitis,Incorrect – affects nasolabial folds and scalp.,Systemic lupus erythematosus,Correct – SLE presents with a malar rash that spares the nasolabial folds.,Acne rosacea,Incorrect – involves central face with telangiectasia.,C,SLE shows a butterfly-shaped rash across cheeks and nose due to immune complex deposition and inflammation.,,Medical Nursing,Autoimmune Diseases,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-2,"A diabetic patient presents with polyuria, polydipsia, and polyphagia. These symptoms are primarily due to:",Hyperinsulinemia,Incorrect – would cause hypoglycemia.,Hyperglycemia,Correct – causes osmotic diuresis and stimulates hunger/thirst.,Ketoacidosis,Incorrect – later complication of insulin deficiency.,Hypokalemia,Incorrect – secondary finding only.,B,"Excess blood glucose causes osmotic diuresis and stimulates thirst and hunger, explaining the triad of diabetes.",,Medical Nursing,Endocrinology : Diabetes,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-3,Which of the following is a feature of nephrotic syndrome?,Proteinuria >3.5g/day,Correct – diagnostic feature of nephrotic syndrome.,Hematuria with red cell casts,Incorrect – seen in nephritic syndrome.,Elevated serum creatinine,Incorrect – may be normal initially.,Hyperkalemia,Incorrect – not typical.,A,"Nephrotic syndrome = heavy proteinuria, edema, hypoalbuminemia, hyperlipidemia.",,Medical Nursing,Nephrology,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-4,Which of the following drugs is contraindicated in asthma?,Salbutamol,Incorrect – bronchodilator.,Montelukast,Incorrect – leukotriene antagonist.,Propranolol,Correct – non-selective β-blocker may cause bronchospasm.,Theophylline,Incorrect – used in asthma.,C,Non-selective β-blockers worsen asthma by blocking β₂ receptors causing bronchoconstriction.,,Medical Nursing,Respiratory Pharmacology,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-5,The most common cause of community-acquired pneumonia is:,Mycoplasma pneumoniae,Incorrect – common in young adults but not overall.,Streptococcus pneumoniae,Correct – leading cause in all age groups.,Haemophilus influenzae,Incorrect – affects COPD/elderly but less common.,Legionella pneumophila,"Incorrect – less frequent, severe form.",B,S. pneumoniae remains the predominant cause of bacterial community-acquired pneumonia.,,Medical Nursing,Infectious Diseases : Respiratory,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-6,Which electrolyte abnormality is most associated with digitalis toxicity?,Hypokalemia,Correct – increases myocardial sensitivity to digoxin.,Hypernatremia,Incorrect – not linked.,Hypermagnesemia,"Incorrect – tends to protect, not worsen toxicity.",Hypercalcemia,Incorrect – contributes but less critical.,A,"Hypokalemia enhances digoxin binding to Na⁺/K⁺-ATPase, predisposing to arrhythmia.",,Medical Nursing,Cardiology : Electrolytes,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-7,"A patient with fever, night sweats, and weight loss with a lung cavitation on X-ray likely has:",Lung cancer,Incorrect – usually lacks fever.,Pulmonary tuberculosis,Correct – constitutional symptoms + cavitary lesion.,Bronchiectasis,Incorrect – produces chronic productive cough.,Sarcoidosis,"Incorrect – non-caseating granulomas, no cavitation.",B,"TB typically causes cough, night sweats, weight loss, and cavitary lesions in upper lobes.",,Medical Nursing,Infectious Diseases : TB,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-8,The most common presentation of iron deficiency anemia is:,Chest pain,Incorrect – occurs in severe anemia only.,Fatigue,Correct – due to reduced oxygen delivery to tissues.,Fever,Incorrect – not a feature.,Jaundice,Incorrect – seen in hemolytic anemia.,B,Fatigue and pallor are the earliest signs of iron deficiency anemia.,,Medical Nursing,Hematology : Anemia,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-9,The initial management of diabetic ketoacidosis involves:,Subcutaneous insulin,Incorrect – absorption unreliable in dehydration.,Intravenous fluids,Correct – restores perfusion and corrects dehydration first.,Oral hypoglycemics,Incorrect – contraindicated in DKA.,Bicarbonate therapy,Incorrect – not first line; reserved for severe acidosis.,B,Rehydration with isotonic saline precedes insulin therapy in DKA management.,,Medical Nursing,Endocrinology : Emergency,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-10,Which of the following is NOT a typical feature of Parkinson’s disease?,Bradykinesia,Incorrect – classical finding.,Hyperreflexia,Correct – Parkinson’s causes hyporeflexia.,Resting tremor,Incorrect – common sign.,Rigidity,Incorrect – part of triad.,B,"Parkinson’s disease manifests with tremor, rigidity, bradykinesia, and postural instability; reflexes remain normal or reduced.",,Medical Nursing,Neurology,Hard,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-11,Which of the following signs is suggestive of increased intracranial pressure?,Papilledema,Correct – due to raised ICP compressing optic nerve.,Jaundice,Incorrect – liver disorder sign.,Bilateral ankle edema,Incorrect – cardiac/renal origin.,Pallor,Incorrect – anemia.,A,Papilledema results from increased intracranial pressure transmitted to optic disc.,,Medical Nursing,Neurology : Emergencies,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-12,A raised jugular venous pressure (JVP) with peripheral edema suggests:,Liver cirrhosis,Incorrect – may cause ascites but JVP normal.,Left-sided heart failure,Incorrect – causes pulmonary congestion.,Right-sided heart failure,Correct – causes systemic venous congestion.,Nephrotic syndrome,"Incorrect – causes edema via low albumin, not JVP rise.",C,Right heart failure produces elevated JVP and dependent edema due to venous congestion.,,Medical Nursing,Cardiology : Heart Failure,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-13,Which vitamin deficiency is most commonly associated with prolonged isoniazid therapy?,Vitamin B6,Correct – prevents INH-induced neuropathy.,Vitamin B12,Incorrect – unrelated.,Vitamin C,Incorrect – not linked.,Vitamin A,Incorrect – no relation.,A,"Isoniazid interferes with pyridoxine metabolism, leading to neuropathy unless supplemented.",,Medical Nursing,Pharmacology : Nutrition,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-14,"In atrial fibrillation, the pulse is best described as:",Bounding and regular,Incorrect – AF is irregular.,Irregular and weak,"Incorrect – irregularly irregular, not necessarily weak.",Irregularly irregular,Correct – hallmark of AF.,Regularly irregular,Incorrect – seen in extrasystoles.,C,AF shows completely disorganized atrial activity causing irregular ventricular response.,,Medical Nursing,Cardiology : Arrhythmias,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-15,The most specific test for HIV diagnosis is:,ELISA,Incorrect – screening test only.,CD4 count,"Incorrect – measures immune status, not diagnosis.",Western blot,Correct – confirmatory test.,Viral load,"Incorrect – for monitoring response, not initial diagnosis.",C,Western blot confirms HIV antibodies after a positive ELISA screen.,,Medical Nursing,Infectious Diseases : HIV,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-16,The hallmark symptom of multiple sclerosis is:,Muscle wasting,Incorrect – lower motor neuron sign.,Seizures,Incorrect – uncommon.,Optic neuritis,Correct – typical early symptom.,Myoclonus,Incorrect – not common.,C,Optic neuritis and sensory disturbances are classic early features of MS.,,Medical Nursing,Neurology : Demyelinating Diseases,Hard,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-17,Which drug class is most effective in relieving angina symptoms acutely?,Beta blockers,"Incorrect – prevent attacks, not acute relief.",Nitrates,"Correct – cause rapid vasodilation, reduce cardiac workload.",ACE inhibitors,Incorrect – improve long-term prognosis only.,Calcium channel blockers,Incorrect – slower onset for acute attack.,B,Nitrates provide prompt relief by dilating veins and coronary arteries.,,Medical Nursing,Cardiology : Ischemic Heart Disease,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-18,Hepatitis B virus is transmitted primarily via:,Blood and body fluids,"Correct – blood-borne, sexual, perinatal routes.",Fecal-oral route,Incorrect – Hepatitis A/E.,Airborne droplets,Incorrect – not respiratory.,Vector transmission,Incorrect – no insect vector.,A,"HBV spreads through contact with infected blood, sexual exposure, or perinatal transmission.",,Medical Nursing,Infectious Diseases : Hepatitis,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-19,The most common cause of upper GI bleeding is:,Peptic ulcer disease,Correct – leading cause of upper GI hemorrhage.,Esophageal varices,Incorrect – common in portal hypertension.,Gastric carcinoma,Incorrect – less frequent.,Gastritis,Incorrect – usually minor bleeding.,A,Peptic ulcers erode blood vessels in stomach/duodenum causing upper GI bleeding.,,Medical Nursing,Gastrointestinal : Emergency,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-20,The hallmark ECG finding in hyperkalemia is:,ST depression,Incorrect – sign of ischemia.,Tall peaked T waves,Correct – earliest indicator of high K⁺.,U waves,Incorrect – seen in hypokalemia.,Prolonged QT interval,Incorrect – hypocalcemia effect.,B,Hyperkalemia first produces tall peaked T waves before QRS widening or cardiac arrest.,,Medical Nursing,Cardiology : Electrolyte Imbalance,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-21,Which of the following is NOT a cause of secondary hypertension?,Pheochromocytoma,Incorrect – adrenal tumor causing excess catecholamines → hypertension.,Cushing’s syndrome,Incorrect – cortisol excess raises BP.,Essential hypertension,Correct – primary form with no secondary cause.,Renal artery stenosis,Incorrect – causes renin-mediated secondary hypertension.,C,Secondary hypertension arises from identifiable causes; “essential” or “primary” has no underlying cause.,,Medical Nursing,Cardiovascular : Hypertension,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-22,A positive Kernig’s sign is indicative of:,Stroke,"Incorrect – focal neurological deficit, not meningeal irritation.",Meningeal irritation,Correct – resistance to leg extension shows meningeal inflammation.,Brain tumor,Incorrect – may raise ICP but doesn’t cause Kernig’s sign.,Multiple sclerosis,"Incorrect – demyelinating, not meningeal process.",B,Kernig’s sign (pain/resistance on leg extension) reflects meningeal irritation from infection or hemorrhage.,,Medical Nursing,Neurology : Meningitis,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-23,The drug of choice for status epilepticus is:,IV lorazepam,Correct – benzodiazepine first-line for rapid seizure control.,Phenytoin,Incorrect – used after benzodiazepine if seizures persist.,Phenobarbital,Incorrect – third-line or refractory therapy.,Levetiracetam,"Incorrect – maintenance, not emergency.",A,Benzodiazepines like lorazepam act quickly on GABA receptors to abort seizures in status epilepticus.,,Medical Nursing,Emergency : Neurology,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-24,A 55-year-old alcoholic presents with confusion and nystagmus. The most likely deficiency is:,Thiamine,Correct – deficiency causes Wernicke’s encephalopathy.,Vitamin D,Incorrect – linked to bone metabolism.,Vitamin B12,"Incorrect – causes neuropathy, not acute confusion.",Folic acid,Incorrect – causes megaloblastic anemia.,A,"Thiamine deficiency impairs brain glucose metabolism, leading to confusion, ataxia, and nystagmus.",,Medical Nursing,Neurology : Nutritional Deficiency,Hard,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-25,The most appropriate treatment for acute pulmonary edema is:,IV fluids,Incorrect – worsens overload.,Intravenous furosemide,Correct – loop diuretic reduces preload and pulmonary congestion.,Beta blockers,Incorrect – contraindicated acutely.,Isotonic saline,Incorrect – adds volume.,B,Rapid diuresis with IV furosemide relieves pulmonary edema by reducing venous return and fluid overload.,,Medical Nursing,Cardiology : Emergency,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-26,A patient has a BMI of 34 kg/m². This is classified as:,Normal weight,Incorrect – 18.5–24.9 kg/m² range.,Overweight,Incorrect – 25–29.9 kg/m².,Obesity class I,Correct – 30–34.9 kg/m² category.,Morbid obesity,Incorrect – ≥40 kg/m².,C,"BMI 30–34.9 = Class I obesity; weight control reduces risk of diabetes, hypertension, and CVD.",,Medical Nursing,Public Health : Nutrition,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-27,The gold standard test for diabetes mellitus diagnosis is:,Fasting glucose,"Incorrect – screening test, not most accurate.",Random glucose,"Incorrect – variable, less reliable.",HbA1c,Correct – reflects 2–3-month average glycemia; ≥6.5% diagnostic.,Glucose tolerance test,Incorrect – confirmatory but not gold standard.,C,"HbA1c provides stable long-term measure of glucose, unaffected by short-term fluctuations.",,Medical Nursing,Endocrinology : Diabetes,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-28,Which type of hepatitis has the highest risk of becoming chronic?,Hepatitis A,"Incorrect – self-limiting, no chronic phase.",Hepatitis C,Correct – progresses silently to chronic hepatitis/cirrhosis.,Hepatitis E,"Incorrect – acute, especially in pregnancy.",Hepatitis B,"Incorrect – can be chronic, but less than HCV.",B,"HCV often causes chronic infection, cirrhosis, and hepatocellular carcinoma if untreated.",,Medical Nursing,Infectious Diseases : Hepatitis,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-29,The classical triad of symptoms in meningitis includes all EXCEPT:,Fever,Incorrect – part of the triad.,Neck stiffness,Incorrect – hallmark meningeal sign.,Visual hallucinations,Correct – not a meningitis feature.,Headache,Incorrect – common and severe.,C,"Meningitis triad: fever, headache, neck stiffness; altered sensorium may accompany but not hallucinations.",,Medical Nursing,Neurology : Infectious Diseases,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-30,The initial drug of choice for treating hypertension in diabetic patients is:,Thiazide diuretic,Incorrect – can raise glucose; adjunct only.,Beta blocker,Incorrect – masks hypoglycemia symptoms.,ACE inhibitor,Correct – protects kidneys via efferent arteriolar dilation.,Calcium channel blocker,Incorrect – alternative if ACE-intolerant.,C,ACE inhibitors slow diabetic nephropathy progression and control BP effectively.,,Medical Nursing,Cardiovascular : Endocrinology,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-31,The most common complication of uncontrolled hypertension is:,Pulmonary embolism,Incorrect – unrelated.,Stroke,Correct – chronic high BP damages cerebral vessels causing hemorrhage/infarct.,Anemia,Incorrect – unrelated.,Bronchitis,Incorrect – respiratory disease.,B,Hypertension leads to stroke by weakening vessel walls and promoting atherosclerosis.,,Medical Nursing,Cardiology : Hypertension,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-32,Which of the following is the earliest sign of diabetic nephropathy?,Elevated creatinine,Incorrect – appears later in disease.,Low GFR,Incorrect – advanced stage.,Microalbuminuria,Correct – first detectable renal damage marker.,Proteinuria >3.5 g/day,Incorrect – indicates nephrotic stage.,C,Detecting microalbuminuria allows early intervention to prevent renal failure.,,Medical Nursing,Nephrology : Diabetes,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-33,A 60-year-old man with chronic smoking presents with hemoptysis and weight loss. The likely diagnosis is:,Lung cancer,Correct – classic red-flag signs of malignancy.,Bronchial asthma,"Incorrect – causes wheeze, not bleeding.",Tuberculosis,Incorrect – chronic infection but often with fever/night sweats.,Chronic bronchitis,Incorrect – cough with sputum but not weight loss.,A,Hemoptysis + weight loss in a smoker strongly suggests lung carcinoma until proven otherwise.,,Medical Nursing,Oncology : Respiratory,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-34,The hallmark finding in peripheral arterial disease is:,Bilateral leg edema,Incorrect – venous sign.,Intermittent claudication,Correct – exertional calf pain relieved by rest.,"Warm, flushed legs","Incorrect – seen in inflammation, not ischemia.",Positive Homan’s sign,Incorrect – DVT indicator.,B,PAD causes muscle ischemia with walking due to narrowed arteries; exercise and risk-factor control are key.,,Medical Nursing,Vascular Disorders : Peripheral Arterial Disease,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-35,Which of the following is not a feature of hypothyroidism?,Tachycardia,Correct – bradycardia is typical due to low metabolism.,Weight gain,Incorrect – common from reduced metabolism.,Constipation,Incorrect – due to slowed GI motility.,Cold intolerance,Incorrect – hallmark symptom.,A,"Hypothyroidism slows metabolic processes, producing bradycardia, lethargy, and cold intolerance.",,Medical Nursing,Endocrinology : Thyroid Disorders,Easy,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-36,Which electrolyte imbalance increases the risk of digoxin toxicity?,Hypokalemia,"Correct – enhances digoxin binding, predisposing to arrhythmias.",Hypernatremia,Incorrect – unrelated to digoxin activity.,Hypomagnesemia,Incorrect – contributes but less significant.,Hypercalcemia,"Incorrect – may worsen, but hypokalemia is main trigger.",A,Monitor potassium closely in digoxin therapy; low K⁺ increases toxicity risk.,,Medical Nursing,Pharmacology : Electrolytes,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-37,Which disease is associated with a positive HBsAg and HBeAg in blood tests?,Acute hepatitis B infection,Correct – indicates viral replication and infectivity.,Resolved hepatitis B,"Incorrect – antigens cleared, antibodies appear.",Hepatitis C,Incorrect – different virus and markers.,HIV,Incorrect – unrelated.,A,HBsAg + HBeAg = active replication; patient highly infectious.,,Medical Nursing,Infectious Diseases : Hepatitis,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-38,The most likely cause of chronic productive cough in a smoker is:,Lung cancer,"Incorrect – dry cough, not chronic sputum.",Chronic bronchitis,Correct – productive cough ≥3 months for 2 years.,Asthma,Incorrect – usually episodic and wheezy.,Bronchiectasis,Incorrect – produces purulent sputum but often post-infection.,B,Chronic bronchitis (a COPD form) arises from airway inflammation due to smoking exposure.,,Medical Nursing,Respiratory : COPD,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-39,Which of the following drugs can cause gingival hyperplasia?,Atenolol,"Incorrect – beta-blocker, no such effect.",Phenytoin,Correct – anticonvulsant causing fibroblast stimulation.,Metformin,"Incorrect – antidiabetic, not oral side-effect.",Digoxin,"Incorrect – cardiac glycoside, unrelated.",B,Phenytoin promotes gum overgrowth via fibroblast proliferation; good oral hygiene reduces severity.,,Medical Nursing,Pharmacology : Adverse Effects,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-40,The best initial diagnostic test for suspected stroke is:,MRI,Incorrect – sensitive but slower and less available.,Non-contrast CT scan,Correct – distinguishes hemorrhagic vs ischemic stroke rapidly.,EEG,"Incorrect – assesses brain activity, not bleeding.",Carotid Doppler,"Incorrect – evaluates cause, not acute diagnosis.",B,"Non-contrast CT is first-line to guide management: thrombolysis if ischemic, surgery if hemorrhagic.",,Medical Nursing,Neurology : Emergency,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
RN_MED-S5-41,A patient with severe malaria presents with hypoglycemia. Which antimalarial is most likely responsible?,Artemether-lumefantrine,Incorrect – less likely to induce hypoglycemia compared to quinine.,Quinine,"Correct – stimulates pancreatic insulin release, causing hypoglycemia.",Chloroquine,"Incorrect – used in mild malaria, rarely causes hypoglycemia.",Doxycycline,"Incorrect – adjunct antibiotic, not hypoglycemic.",B,"Quinine triggers insulin secretion, leading to hypoglycemia, especially during severe malaria therapy.",,Medical Nursing,Infectious Diseases : Malaria,Moderate,1,RN_MED-F-I4,RN_MED-F-T5
